-----------------------------------------------------
List of ball x/y positions
418.5444548593576;74.99000001103965
218.5930917460775;74.99078073229943
458.5366645287672;74.99000482627413
191.33929290422307;165.83677687280675
202.83086191830853;127.53341921139172
498.5266961378437;74.990001931088
258.5830917384562;74.98999999999994
278.57692178165667;109.62534228194181
378.55445485933205;74.98999999999994
538.5166961378435;74.98999999999994
478.5282546424146;109.62946580698755
438.5382549849707;109.62423153120773
338.56445485933205;74.98999999999994
298.57353442885733;74.98999999999994
518.5182543505929;109.62463467078638
578.50669612669;74.99094449225785
179.8482509604252;204.14025001880063
398.5482550024665;109.6230486073114
358.5582644597339;109.65055119128566
238.58663424467474;109.62397807757472
318.5669213354104;109.63131645751781
592.6307695063579;112.40365157424948
448.2021049191689;148.42900062534483
294.3367016542145;146.37897391704033
226.10466526530496;185.59959510795025
408.21210493193104;148.42799032166718
168.3571034554019;242.44407503554484
488.1921045766128;148.43423490112465
638.5949372121801;265.6175439274865
243.0272710121356;149.36666099080557
428.2107936433479;183.06348594675768
334.3267011785795;146.38514167915167
555.0135692250266;125.97370474467269
414.27427979718806;229.7188103832138
501.06638769076716;205.85151541276377
349.07636746036974;196.22243801075828
566.5296229467182;164.3463132436191
539.0765100848469;193.424500663152
370.8471662895227;162.67795383913116
578.0176887691097;202.6506791000121
604.121811450156;150.70712472073978
270.4626485377916;178.4613367931457
156.87228756819079;280.7496796931411
527.6211529525795;155.10883183821622
627.103895268382;227.31407078149272
390.84183389928694;197.31138480557948
453.0886139204118;220.0933354721703
550.5647732580586;231.72880733046594
468.20079330079324;183.06872022256738
253.5414198429085;214.69491403158148
214.61362332150696;223.90306825394418
615.6098772725468;189.01149057713295
485.9529574777414;242.87789192126328
311.51819187393886;182.48986554034386
-----------------------------------------------------
List of contacts
1;24
1;49
1;50
3;16
3;24
3;50
4;16
4;24
4;50
19;49
19;50
24;49
24;50
29;49
29;50
