-----------------------------------------------------
List of ball x/y positions
380.77705784591313;74.99946233714452
300.7942666634462;74.9899999999812
540.7451618817254;74.98999999728841
500.75406369466975;74.98999998315716
460.7640638604994;74.99220514036767
218.59178805390195;74.99206043504628
260.80426705728115;74.99135663349075
420.76881341712254;144.2631596556404
280.7926225349985;109.62847755218743
240.79964407269557;109.61815404572602
340.7844087809527;74.99021788525899
420.76705673892326;74.9911939367268
203.715344762701;124.5832706768112
340.77579956727845;144.26500451882254
360.76957534271537;178.90266691304487
581.4074593920981;74.99461425004108
400.77243544593426;109.63160002422927
360.7754470666051;109.6339482909562
260.77877974691455;144.2610551927323
560.7525246399528;109.61521510618414
520.7549536226809;109.62899232222846
320.77387417499483;178.90314761272052
460.7665292355478;144.26016308103016
300.7789630479774;144.2686518233399
380.7694872166895;144.26988542243754
596.9126944283247;126.6927489841128
320.7840210952852;109.62992797045767
440.7688853125976;109.62453081759995
192.23009555735726;162.88848073529917
540.7506909097713;144.2616323475551
480.76495397782236;109.62576263814074
231.3235227329512;171.3089378953718
180.73735986138587;201.19200165328567
608.4081438676249;164.99489929941214
219.83043667618722;209.61974940697368
500.7606909206336;144.2617737130627
440.7632549149616;178.8994342037744
569.1187979978662;172.44791212445736
520.7510149390788;178.89682885405156
480.75941673008646;178.8996391865963
619.8991856547499;203.2983720678813
400.76747100323706;178.90227592156276
500.74540561219214;213.54136868692552
169.24206626402463;239.4941986016586
460.7513084645213;213.5383387501525
540.7361363595652;213.53488628244864
631.3893706028348;241.60210230199505
259.69085677122484;212.88088768722977
280.7760641825666;178.9012743435617
580.6422843924294;210.92556231396975
420.75793874053574;213.53980984356048
300.76926160162554;213.53467054133853
380.765308966074;213.53749785893598
157.75101607957717;277.7976689137959
598.7200846186565;264.66544653832796
480.7479999149495;248.17428082534695
201.14214949395696;263.6119435502769
236.93087452775595;245.76909471660957
320.76660611075454;248.17543029011773
340.7678296825458;213.54079860829793
146.2599828154593;316.1011435824401
299.6732536858172;282.14998798890963
186.30191912218876;305.80498260637177
279.68405442921164;247.51428390189326
520.749383496657;248.1720022528547
642.8812694845706;279.90531816671813
400.75615732205335;248.1772381034013
226.29085209316113;306.09679619353625
256.93403707878844;280.40253078026666
440.7552790016219;248.17464562033624
460.7540990132868;282.8072711348891
380.76138467903934;282.81188866907854
420.756788734936;282.80634202984913
531.6342381954421;308.20690212968424
319.6754552269396;316.7781849703348
123.28309178184497;392.70968982156325
134.76893967733;354.40461607338113
276.91767174283757;315.0414457419188
360.7661553506252;248.17237816749304
500.74636124148185;282.8073125698676
654.3723113987401;318.20879121277073
340.77138532113395;282.80522804597797
565.355915011045;286.7115862477625
562.9403270300239;246.79408069896346
-----------------------------------------------------
List of contacts
1;61
1;74
1;77
1;81
5;32
5;34
5;47
5;57
6;57
6;63
6;68
8;61
8;63
8;68
8;77
9;34
9;47
9;57
9;63
9;68
10;74
12;28
12;31
12;32
12;34
13;74
18;57
18;63
18;68
21;74
21;81
23;61
23;74
23;77
23;81
26;74
26;81
28;32
28;34
31;34
31;47
31;57
34;47
34;57
47;57
47;63
47;68
48;61
48;63
48;68
48;77
51;61
51;74
51;77
51;81
58;74
58;81
59;74
61;74
61;77
63;68
63;77
74;77
74;81
